CUST-21980,Prod_21980,Electronics,Paypal,Desktop,Purchase,20-02-2023
CUST-21981,Prod_21981,Clothes,Visa Card,Desktop,Purchase,08-07-2020
CUST-21982,Prod_21982,Furniture,Visa Card,Desktop,Addtocart,10-06-2022
CUST-21983,Prod_21983,Hardware,Momo,Mobile,Purchase,09-09-2024
CUST-21984,Prod_21984,Furniture,Paypal,Mobile,Purchase,24-02-2020
CUST-21985,Prod_21985,Furniture,Visa Card,Desktop,Addtocart,14-03-2023
CUST-21986,Prod_21986,Electronics,Visa Card,Mobile,Purchase,01-06-2020
CUST-21987,Prod_21987,Clothes,Visa Card,Mobile,Addtocart,16-10-2021
CUST-21988,Prod_21988,Hardware,Momo,Mobile,Purchase,06-05-2022
CUST-21989,Prod_21989,Accessories,Paypal,Desktop,Addtocart,25-08-2021
CUST-21990,Prod_21990,Furniture,Momo,Mobile,Purchase,10-05-2024
CUST-21991,Prod_21991,Books,Visa Card,Mobile,Addtocart,23-06-2024
CUST-21992,Prod_21992,Clothes,Paypal,Desktop,Addtocart,02-03-2020
CUST-21993,Prod_21993,Hardware,Paypal,Mobile,Purchase,05-10-2024
CUST-21994,Prod_21994,Electronics,Visa Card,Desktop,Addtocart,24-02-2025
CUST-21995,Prod_21995,Furniture,Visa Card,Mobile,Addtocart,24-10-2023
CUST-21996,Prod_21996,Beauty,Momo,Mobile,Addtocart,23-07-2021
CUST-21997,Prod_21997,Clothes,Momo,Mobile,Addtocart,14-09-2022
CUST-21998,Prod_21998,Electronics,Visa Card,Desktop,Addtocart,19-07-2022
CUST-21999,Prod_21999,Electronics,Paypal,Desktop,Purchase,07-11-2023
CUST-22000,Prod_22000,Beauty,Visa Card,Desktop,Addtocart,02-04-2024
CUST-22001,Prod_22001,Clothes,Momo,Desktop,Addtocart,21-06-2022
CUST-22002,Prod_22002,Beauty,Visa Card,Desktop,Addtocart,01-02-2022
CUST-22003,Prod_22003,Clothes,Momo,Desktop,Addtocart,12-04-2020
CUST-22004,Prod_22004,Electronics,Visa Card,Mobile,Purchase,04-11-2021
CUST-22005,Prod_22005,Clothes,Paypal,Desktop,Purchase,14-07-2021
CUST-22006,Prod_22006,Furniture,Visa Card,Mobile,Purchase,03-05-2023
CUST-22007,Prod_22007,Books,Paypal,Mobile,Purchase,07-11-2022
CUST-22008,Prod_22008,Clothes,Visa Card,Desktop,Addtocart,09-05-2024
CUST-22009,Prod_22009,Electronics,Paypal,Mobile,Purchase,28-03-2021
CUST-22010,Prod_22010,Electronics,Momo,Mobile,Addtocart,19-09-2020
CUST-22011,Prod_22011,Books,Paypal,Desktop,Purchase,11-03-2021
CUST-22012,Prod_22012,Accessories,Visa Card,Mobile,Addtocart,03-07-2021
CUST-22013,Prod_22013,Beauty,Paypal,Desktop,Addtocart,22-09-2021
CUST-22014,Prod_22014,Accessories,Visa Card,Mobile,Purchase,22-01-2020
CUST-22015,Prod_22015,Hardware,Visa Card,Desktop,Addtocart,25-03-2022
CUST-22016,Prod_22016,Hardware,Visa Card,Desktop,Addtocart,15-02-2023
CUST-22017,Prod_22017,Furniture,Visa Card,Mobile,Purchase,19-10-2023
CUST-22018,Prod_22018,Electronics,Momo,Desktop,Addtocart,23-09-2021
CUST-22019,Prod_22019,Electronics,Paypal,Desktop,Addtocart,12-06-2020
CUST-22020,Prod_22020,Electronics,Visa Card,Desktop,Purchase,10-05-2021
CUST-22021,Prod_22021,Books,Momo,Mobile,Purchase,29-08-2024
CUST-22022,Prod_22022,Clothes,Momo,Desktop,Addtocart,13-06-2022
CUST-22023,Prod_22023,Furniture,Visa Card,Mobile,Addtocart,06-01-2022
CUST-22024,Prod_22024,Electronics,Visa Card,Desktop,Addtocart,13-02-2022
CUST-22025,Prod_22025,Clothes,Momo,Desktop,Addtocart,16-02-2021
CUST-22026,Prod_22026,Hardware,Visa Card,Desktop,Addtocart,08-08-2024
CUST-22027,Prod_22027,Hardware,Visa Card,Desktop,Addtocart,21-05-2023
CUST-22028,Prod_22028,Books,Visa Card,Desktop,Addtocart,18-09-2022
CUST-22029,Prod_22029,Clothes,Paypal,Mobile,Purchase,28-01-2023
CUST-22030,Prod_22030,Hardware,Paypal,Mobile,Addtocart,10-06-2023
CUST-22031,Prod_22031,Beauty,Momo,Mobile,Purchase,07-01-2021
CUST-22032,Prod_22032,Clothes,Visa Card,Mobile,Purchase,23-07-2024
CUST-22033,Prod_22033,Hardware,Visa Card,Mobile,Purchase,01-03-2022
CUST-22034,Prod_22034,Accessories,Visa Card,Mobile,Addtocart,23-03-2021
CUST-22035,Prod_22035,Beauty,Paypal,Mobile,Addtocart,26-01-2023
CUST-22036,Prod_22036,Beauty,Visa Card,Desktop,Addtocart,10-02-2020
CUST-22037,Prod_22037,Clothes,Momo,Mobile,Addtocart,21-12-2020
CUST-22038,Prod_22038,Clothes,Momo,Mobile,Addtocart,25-05-2021
CUST-22039,Prod_22039,Clothes,Paypal,Desktop,Purchase,31-07-2022
CUST-22040,Prod_22040,Clothes,Visa Card,Mobile,Addtocart,16-06-2021
CUST-22041,Prod_22041,Books,Momo,Desktop,Purchase,30-06-2021
CUST-22042,Prod_22042,Accessories,Momo,Mobile,Purchase,22-09-2023
CUST-22043,Prod_22043,Hardware,Visa Card,Desktop,Purchase,12-07-2024
CUST-22044,Prod_22044,Hardware,Momo,Mobile,Purchase,17-07-2022
CUST-22045,Prod_22045,Books,Paypal,Desktop,Addtocart,09-10-2021
CUST-22046,Prod_22046,Clothes,Visa Card,Mobile,Addtocart,12-11-2020
CUST-22047,Prod_22047,Accessories,Momo,Mobile,Purchase,27-11-2020
CUST-22048,Prod_22048,Electronics,Momo,Desktop,Addtocart,10-04-2023
CUST-22049,Prod_22049,Accessories,Visa Card,Desktop,Purchase,08-12-2024
CUST-22050,Prod_22050,Hardware,Momo,Desktop,Addtocart,11-04-2025
CUST-22051,Prod_22051,Clothes,Paypal,Mobile,Purchase,22-12-2021
CUST-22052,Prod_22052,Hardware,Momo,Desktop,Purchase,22-02-2023
CUST-22053,Prod_22053,Hardware,Visa Card,Desktop,Addtocart,10-03-2025
CUST-22054,Prod_22054,Books,Momo,Mobile,Purchase,18-07-2020
CUST-22055,Prod_22055,Clothes,Momo,Mobile,Purchase,22-05-2023
CUST-22056,Prod_22056,Books,Visa Card,Desktop,Addtocart,01-01-2024
CUST-22057,Prod_22057,Books,Visa Card,Mobile,Purchase,27-08-2021
CUST-22058,Prod_22058,Hardware,Visa Card,Mobile,Purchase,08-09-2020
