CUST-9992,Prod_9992,Furniture,Momo,Mobile,Purchase,05-04-2022
CUST-9993,Prod_9993,Clothes,Momo,Mobile,Purchase,30-12-2023
CUST-9994,Prod_9994,Hardware,Momo,Desktop,Purchase,12-11-2022
CUST-9995,Prod_9995,Electronics,Visa Card,Mobile,Addtocart,08-01-2020
CUST-9996,Prod_9996,Books,Visa Card,Desktop,Purchase,05-10-2023
CUST-9997,Prod_9997,Hardware,Paypal,Desktop,Addtocart,17-12-2020
CUST-9998,Prod_9998,Clothes,Visa Card,Mobile,Purchase,10-02-2021
CUST-9999,Prod_9999,Accessories,Paypal,Desktop,Addtocart,28-10-2020
CUST-10000,Prod_10000,Accessories,Visa Card,Mobile,Purchase,12-09-2024
CUST-10001,Prod_10001,Accessories,Momo,Desktop,Purchase,14-08-2023
CUST-10002,Prod_10002,Books,Momo,Mobile,Purchase,04-04-2023
CUST-10003,Prod_10003,Clothes,Paypal,Mobile,Purchase,27-07-2021
CUST-10004,Prod_10004,Hardware,Momo,Desktop,Purchase,29-05-2022
CUST-10005,Prod_10005,Hardware,Momo,Mobile,Purchase,03-06-2023
CUST-10006,Prod_10006,Books,Visa Card,Mobile,Purchase,08-09-2024
CUST-10007,Prod_10007,Clothes,Visa Card,Mobile,Addtocart,29-12-2020
CUST-10008,Prod_10008,Beauty,Momo,Mobile,Addtocart,06-11-2024
CUST-10009,Prod_10009,Beauty,Paypal,Desktop,Addtocart,12-04-2024
CUST-10010,Prod_10010,Furniture,Paypal,Mobile,Purchase,21-10-2024
CUST-10011,Prod_10011,Accessories,Paypal,Mobile,Addtocart,03-01-2025
CUST-10012,Prod_10012,Beauty,Visa Card,Mobile,Purchase,20-03-2025
CUST-10013,Prod_10013,Hardware,Paypal,Mobile,Purchase,10-03-2021
CUST-10014,Prod_10014,Electronics,Momo,Desktop,Addtocart,19-05-2021
CUST-10015,Prod_10015,Furniture,Paypal,Mobile,Purchase,20-10-2021
CUST-10016,Prod_10016,Accessories,Momo,Mobile,Addtocart,07-11-2024
CUST-10017,Prod_10017,Electronics,Paypal,Mobile,Purchase,09-01-2025
CUST-10018,Prod_10018,Furniture,Momo,Desktop,Addtocart,28-05-2022
CUST-10019,Prod_10019,Beauty,Paypal,Desktop,Addtocart,24-10-2024
CUST-10020,Prod_10020,Hardware,Momo,Desktop,Addtocart,19-09-2022
CUST-10021,Prod_10021,Hardware,Paypal,Mobile,Purchase,29-10-2020
CUST-10022,Prod_10022,Books,Paypal,Desktop,Addtocart,18-11-2024
CUST-10023,Prod_10023,Beauty,Paypal,Desktop,Addtocart,05-10-2020
CUST-10024,Prod_10024,Accessories,Paypal,Mobile,Addtocart,14-09-2021
CUST-10025,Prod_10025,Electronics,Visa Card,Desktop,Purchase,10-03-2025
CUST-10026,Prod_10026,Clothes,Visa Card,Desktop,Purchase,08-12-2024
CUST-10027,Prod_10027,Books,Momo,Desktop,Addtocart,21-08-2023
CUST-10028,Prod_10028,Furniture,Momo,Mobile,Addtocart,08-03-2024
CUST-10029,Prod_10029,Furniture,Visa Card,Desktop,Purchase,29-11-2022
CUST-10030,Prod_10030,Electronics,Visa Card,Desktop,Purchase,03-01-2024
CUST-10031,Prod_10031,Beauty,Momo,Mobile,Purchase,21-09-2023
CUST-10032,Prod_10032,Hardware,Visa Card,Mobile,Purchase,26-07-2020
CUST-10033,Prod_10033,Accessories,Paypal,Mobile,Purchase,15-06-2022
CUST-10034,Prod_10034,Accessories,Momo,Desktop,Addtocart,10-09-2023
CUST-10035,Prod_10035,Beauty,Paypal,Desktop,Addtocart,13-07-2021
CUST-10036,Prod_10036,Beauty,Visa Card,Desktop,Addtocart,17-06-2021
CUST-10037,Prod_10037,Books,Visa Card,Desktop,Addtocart,20-06-2022
CUST-10038,Prod_10038,Beauty,Momo,Desktop,Addtocart,10-02-2023
CUST-10039,Prod_10039,Accessories,Momo,Desktop,Purchase,03-06-2024
CUST-10040,Prod_10040,Accessories,Momo,Desktop,Addtocart,29-03-2023
CUST-10041,Prod_10041,Hardware,Visa Card,Desktop,Addtocart,13-06-2020
CUST-10042,Prod_10042,Books,Momo,Mobile,Purchase,18-04-2021
CUST-10043,Prod_10043,Beauty,Paypal,Desktop,Addtocart,13-05-2020
CUST-10044,Prod_10044,Books,Paypal,Desktop,Purchase,07-10-2022
CUST-10045,Prod_10045,Electronics,Momo,Mobile,Addtocart,12-03-2023
CUST-10046,Prod_10046,Books,Paypal,Mobile,Purchase,13-05-2022
CUST-10047,Prod_10047,Beauty,Visa Card,Desktop,Purchase,27-03-2020
CUST-10048,Prod_10048,Beauty,Visa Card,Mobile,Purchase,01-09-2021
