CUST-17984,Prod_17984,Hardware,Paypal,Mobile,Addtocart,15-01-2022
CUST-17985,Prod_17985,Furniture,Visa Card,Mobile,Purchase,07-12-2020
CUST-17986,Prod_17986,Hardware,Momo,Mobile,Purchase,18-07-2022
CUST-17987,Prod_17987,Clothes,Visa Card,Desktop,Purchase,27-04-2023
CUST-17988,Prod_17988,Accessories,Visa Card,Mobile,Purchase,25-09-2022
CUST-17989,Prod_17989,Clothes,Momo,Desktop,Addtocart,30-09-2021
CUST-17990,Prod_17990,Clothes,Momo,Mobile,Addtocart,10-04-2024
CUST-17991,Prod_17991,Clothes,Paypal,Mobile,Addtocart,18-11-2021
CUST-17992,Prod_17992,Furniture,Visa Card,Desktop,Purchase,12-01-2023
CUST-17993,Prod_17993,Furniture,Paypal,Desktop,Addtocart,30-01-2025
CUST-17994,Prod_17994,Furniture,Visa Card,Desktop,Addtocart,11-07-2020
CUST-17995,Prod_17995,Books,Momo,Desktop,Addtocart,13-03-2025
CUST-17996,Prod_17996,Electronics,Visa Card,Desktop,Addtocart,26-01-2021
CUST-17997,Prod_17997,Books,Visa Card,Desktop,Purchase,25-10-2022
CUST-17998,Prod_17998,Hardware,Momo,Desktop,Addtocart,25-11-2023
CUST-17999,Prod_17999,Accessories,Momo,Mobile,Purchase,04-12-2020
CUST-18000,Prod_18000,Accessories,Paypal,Mobile,Addtocart,29-07-2021
CUST-18001,Prod_18001,Hardware,Momo,Desktop,Purchase,19-02-2021
CUST-18002,Prod_18002,Books,Momo,Desktop,Addtocart,25-03-2021
CUST-18003,Prod_18003,Books,Visa Card,Desktop,Addtocart,09-04-2024
CUST-18004,Prod_18004,Furniture,Momo,Desktop,Purchase,15-08-2020
CUST-18005,Prod_18005,Clothes,Paypal,Mobile,Purchase,07-08-2021
CUST-18006,Prod_18006,Books,Paypal,Mobile,Purchase,03-10-2023
CUST-18007,Prod_18007,Furniture,Visa Card,Mobile,Addtocart,04-03-2020
CUST-18008,Prod_18008,Clothes,Paypal,Desktop,Purchase,23-04-2024
CUST-18009,Prod_18009,Beauty,Visa Card,Mobile,Addtocart,23-02-2022
CUST-18010,Prod_18010,Accessories,Paypal,Desktop,Purchase,25-05-2022
CUST-18011,Prod_18011,Beauty,Momo,Mobile,Addtocart,23-03-2022
CUST-18012,Prod_18012,Furniture,Momo,Desktop,Purchase,16-04-2021
CUST-18013,Prod_18013,Accessories,Momo,Desktop,Addtocart,09-04-2021
CUST-18014,Prod_18014,Hardware,Visa Card,Mobile,Purchase,13-07-2021
CUST-18015,Prod_18015,Hardware,Visa Card,Mobile,Purchase,27-08-2021
CUST-18016,Prod_18016,Clothes,Momo,Desktop,Addtocart,26-07-2022
CUST-18017,Prod_18017,Books,Momo,Desktop,Addtocart,20-09-2024
CUST-18018,Prod_18018,Clothes,Paypal,Desktop,Addtocart,28-04-2024
CUST-18019,Prod_18019,Hardware,Momo,Mobile,Purchase,03-12-2023
CUST-18020,Prod_18020,Hardware,Momo,Desktop,Addtocart,28-05-2021
CUST-18021,Prod_18021,Hardware,Momo,Mobile,Purchase,12-12-2020
CUST-18022,Prod_18022,Clothes,Visa Card,Mobile,Addtocart,15-05-2022
CUST-18023,Prod_18023,Accessories,Visa Card,Desktop,Purchase,18-02-2021
