CUST-28973,Prod_28973,Hardware,Paypal,Desktop,Purchase,29-06-2023
CUST-28974,Prod_28974,Clothes,Visa Card,Desktop,Addtocart,13-12-2024
CUST-28975,Prod_28975,Accessories,Visa Card,Mobile,Purchase,12-10-2024
CUST-28976,Prod_28976,Books,Momo,Desktop,Purchase,07-03-2021
CUST-28977,Prod_28977,Electronics,Paypal,Desktop,Purchase,27-09-2020
CUST-28978,Prod_28978,Furniture,Visa Card,Mobile,Purchase,31-12-2021
CUST-28979,Prod_28979,Furniture,Momo,Desktop,Addtocart,22-02-2023
CUST-28980,Prod_28980,Accessories,Paypal,Mobile,Addtocart,23-08-2021
CUST-28981,Prod_28981,Accessories,Paypal,Mobile,Purchase,23-11-2023
CUST-28982,Prod_28982,Hardware,Momo,Mobile,Purchase,19-05-2023
CUST-28983,Prod_28983,Electronics,Momo,Desktop,Purchase,14-12-2022
CUST-28984,Prod_28984,Beauty,Visa Card,Mobile,Addtocart,12-07-2021
CUST-28985,Prod_28985,Accessories,Momo,Desktop,Addtocart,29-10-2022
CUST-28986,Prod_28986,Beauty,Visa Card,Desktop,Addtocart,20-06-2023
CUST-28987,Prod_28987,Clothes,Visa Card,Desktop,Purchase,28-06-2022
CUST-28988,Prod_28988,Furniture,Paypal,Mobile,Purchase,10-08-2023
CUST-28989,Prod_28989,Furniture,Visa Card,Desktop,Addtocart,18-12-2024
CUST-28990,Prod_28990,Electronics,Visa Card,Mobile,Addtocart,22-01-2022
CUST-28991,Prod_28991,Books,Momo,Desktop,Addtocart,08-02-2021
CUST-28992,Prod_28992,Beauty,Paypal,Mobile,Purchase,26-08-2024
CUST-28993,Prod_28993,Books,Paypal,Desktop,Addtocart,04-01-2021
CUST-28994,Prod_28994,Furniture,Paypal,Mobile,Purchase,22-02-2021
CUST-28995,Prod_28995,Accessories,Visa Card,Desktop,Purchase,05-04-2021
CUST-28996,Prod_28996,Electronics,Visa Card,Mobile,Addtocart,19-10-2022
CUST-28997,Prod_28997,Hardware,Visa Card,Desktop,Purchase,11-06-2022
CUST-28998,Prod_28998,Accessories,Momo,Desktop,Addtocart,10-09-2021
CUST-28999,Prod_28999,Hardware,Paypal,Desktop,Purchase,27-08-2022
CUST-29000,Prod_29000,Books,Paypal,Desktop,Addtocart,08-10-2023
CUST-29001,Prod_29001,Accessories,Paypal,Desktop,Addtocart,08-03-2022
CUST-29002,Prod_29002,Electronics,Paypal,Desktop,Addtocart,03-11-2024
CUST-29003,Prod_29003,Furniture,Momo,Desktop,Purchase,12-12-2024
CUST-29004,Prod_29004,Accessories,Momo,Desktop,Purchase,17-12-2022
CUST-29005,Prod_29005,Hardware,Momo,Desktop,Addtocart,18-03-2025
CUST-29006,Prod_29006,Accessories,Momo,Mobile,Addtocart,11-04-2021
CUST-29007,Prod_29007,Beauty,Visa Card,Mobile,Purchase,27-03-2025
CUST-29008,Prod_29008,Hardware,Paypal,Mobile,Purchase,20-01-2023
CUST-29009,Prod_29009,Accessories,Momo,Desktop,Addtocart,22-11-2020
CUST-29010,Prod_29010,Hardware,Paypal,Desktop,Purchase,23-12-2021
